premium_id,policy_id,customer_id,premium_amount,premium_frequency,age_band,due_date,paid_date,payment_status,payment_method
PRM000799,P00073,C00111,210.60,monthly,55-64,2024-08-26,,missed,
PRM000800,P00117,C00014,84.00,monthly,65-74,2024-08-26,2024-08-24,paid,cheque
PRM000801,P00069,C00005,384.00,monthly,75+,2024-08-27,2024-08-27,paid,pad
PRM000802,P00096,C00008,63.00,monthly,55-64,2024-08-27,2024-08-26,paid,credit_card
PRM000803,P00046,C00149,364.00,monthly,Under 35,2024-08-28,2024-08-25,paid,cheque
PRM000804,P00050,C00034,66.50,monthly,Under 35,2024-08-28,2024-08-27,paid,pad
PRM000805,P00068,C00056,70.00,monthly,Under 35,2024-08-28,2024-08-28,paid,cheque
PRM000806,P00101,C00068,63.00,monthly,55-64,2024-08-28,2024-08-26,paid,credit_card
PRM000807,P00158,C00008,290.70,monthly,55-64,2024-08-28,2024-08-26,paid,credit_card
PRM000808,P00177,C00095,76.48,monthly,35-44,2024-08-28,2024-09-17,late,credit_card
PRM000809,P00018,C00149,117.00,monthly,Under 35,2024-08-29,2024-09-16,late,cheque
PRM000810,P00054,C00150,290.70,monthly,55-64,2024-08-29,2024-08-27,paid,credit_card
PRM000811,P00077,C00147,91.00,monthly,Under 35,2024-08-29,2024-08-26,paid,credit_card
PRM000812,P00110,C00093,112.00,monthly,75+,2024-08-29,2024-08-26,paid,credit_card
PRM000813,P00153,C00095,209.30,monthly,35-44,2024-08-29,2024-08-26,paid,credit_card
PRM000814,P00121,C00063,63.00,monthly,55-64,2024-08-30,2024-08-30,paid,cheque
PRM000815,P00129,C00021,132.00,single,Under 35,2024-08-31,2024-08-29,paid,pad
PRM000816,P00039,C00114,172.00,single,Under 35,2024-09-01,,missed,
PRM000817,P00171,C00076,272.00,monthly,75+,09/01/2024,2024-08-30,paid,cheque
PRM000818,P00013,C00034,161.50,monthly,Under 35,2024-09-02,2024-09-02,paid,cheque
PRM000819,P00015,C00059,272.00,monthly,75+,2024-09-02,2024-08-31,paid,pad
PRM000820,P00111,C00134,140.00,monthly,Under 35,2024-09-02,2024-09-01,paid,cheque
PRM000821,P00126,C00089,272.00,monthly,75+,2024-09-02,2024-09-07,late,pad
PRM000822,P00027,C00025,84.00,monthly,65-74,2024-09-03,2024-09-01,paid,credit_card
PRM000823,P00037,C00102,45.00,monthly,Under 35,2024-09-03,2024-09-02,paid,pad
PRM000824,P00075,C00100,144.00,monthly,75+,2024-09-03,2024-08-31,paid,pad
PRM000825,P00019,C00014,204.00,monthly,65-74,2024-09-04,2024-09-03,paid,pad
PRM000826,P00051,C00033,168.00,monthly,45-54,2024-09-04,2024-09-04,paid,credit_card
PRM000827,P00160,C00018,85.00,monthly,Under 35,2024-09-04,2024-09-01,Paid ,credit_card
PRM000828,P00081,C00066,218.40,monthly,45-54,2024-09-05,2024-09-15,late,credit_card
PRM000829,P00164,C00084,499.20,monthly,75+,2024-09-05,2024-09-03,paid,cheque
PRM000830,P00082,C00143,51.75,monthly,35-44,2024-09-06,2024-09-05,paid,credit_card
PRM000831,P00135,C00135,448.00,monthly,75+,2024-09-06,2024-09-04,paid,pad
PRM000832,P00065,C00047,192.00,monthly,75+,2024-09-07,2024-09-05,paid,pad
PRM000833,P00094,C00056,45.00,monthly,Under 35,2024-09-07,2024-09-07,paid,cheque
PRM000834,P00133,C00097,530.40,monthly,65-74,2024-09-07,2024-09-07,paid,cheque
PRM000835,P00136,C00102,45.00,monthly,Under 35,2024-09-07,2024-09-04,paid,pad
PRM000836,P00104,C00100,112.00,monthly,75+,2024-09-08,2024-09-08,paid,credit_card
PRM000837,P00024,C00013,358.80,monthly,35-44,2024-09-09,2024-09-09,paid,pad
PRM000838,P00089,C00099,189.00,quarterly,45-54,2024-09-09,2024-09-08,paid,pad
PRM000839,P00131,C00067,45.00,monthly,Under 35,2024-09-09,2024-09-09,paid,credit_card
PRM000840,P00147,C00057,35.00,monthly,Under 35,2024-09-09,2024-09-09,paid,pad
PRM000841,P00057,C00033,49.00,monthly,45-54,2024-09-10,2024-09-08,paid,cheque
PRM000842,P00175,C00024,180.00,quarterly,Under 35,2024-09-10,2024-09-08,paid,cheque
PRM000843,P00124,C00119,210.60,monthly,55-64,2024-09-11,2024-09-09,paid,cheque
PRM000844,P00130,C00142,707.20,monthly,75+,2024-09-11,2024-09-11,paid,pad
PRM000845,P00003,C00107,85.00,monthly,Under 35,2024-09-12,2024-09-12,paid,credit_card
PRM000846,P00122,C00118,112.00,monthly,75+,2024-09-12,2024-10-16,late,pad
PRM000847,P00173,C00051,448.00,monthly,75+,2024-09-12,2024-09-09,paid,pad
PRM000848,P00016,C00001,49.00,monthly,45-54,2024-09-13,,missed,
PRM000849,P00066,C00064,842.40,quarterly,55-64,2024-09-13,2024-09-11,paid,cheque
PRM000850,P00074,C00020,638.40,monthly,65-74,2024-09-13,2024-09-11,paid,cheque
PRM000851,P00080,C00042,615.60,quarterly,55-64,2024-09-13,2024-09-11,paid,pad
PRM000852,P00132,C00108,40.25,monthly,35-44,2024-09-13,2024-09-12,paid,credit_card
PRM000853,P00138,C00105,196.00,monthly,45-54,2024-09-13,2024-09-10,paid,credit_card
PRM000854,P00140,C00123,112.00,monthly,75+,2024-09-13,2024-09-12,paid,pad
PRM000855,P00179,C00083,448.00,monthly,75+,2024-09-13,2024-09-12,paid,cheque
PRM000856,P00058,C00077,69.00,monthly,35-44,2024-09-14,2024-09-11,paid,credit_card
PRM000857,P00123,C00042,108.00,monthly,55-64,2024-09-14,2024-09-13,paid,credit_card
PRM000858,P00007,C00140,127.40,monthly,45-54,2024-09-15,2024-09-12,paid,credit_card
PRM000859,P00107,C00099,491.40,quarterly,45-54,2024-09-15,2024-09-13,paid,credit_card
PRM000860,P00118,C00146,530.40,monthly,65-74,2024-09-15,2024-09-15,paid,pad
PRM000861,P00137,C00064,397.80,monthly,55-64,2024-09-15,2024-09-20,late,pad
PRM000862,P00020,C00131,638.40,monthly,65-74,2024-09-16,2024-09-14,paid,credit_card
PRM000863,P00156,C00127,266.00,monthly,Under 35,2024-09-16,2024-09-16,paid,credit_card
PRM000864,P00034,C00079,100.00,single,45-54,2024-09-17,2024-09-15,paid,credit_card
PRM000865,P00142,C00091,161.50,monthly,Under 35,2024-09-17,2024-09-14,paid,pad
PRM000866,P00025,C00085,499.20,monthly,75+,2024-09-18,2024-09-17,paid,cheque
PRM000867,P00035,C00050,84.00,monthly,65-74,2024-09-18,2024-09-15,paid,cheque
PRM000868,P00172,C00137,842.40,quarterly,65-74,2024-09-18,,missed,
PRM000869,P00045,C00103,$131.10 CAD,monthly,35-44,2024-09-19,2024-09-16,paid,pad
PRM000870,P00098,C00089,192.00,monthly,75+,2024-09-20,2024-09-17,paid,cheque
PRM000871,P00099,C00007,152.95,monthly,35-44,2024-09-20,2024-09-17,paid,credit_card
PRM000872,P00076,C00021,228.00,monthly,Under 35,2024-09-21,2024-09-21,paid,credit_card
PRM000873,P00042,C00129,478.80,monthly,55-64,2024-09-22,2024-09-22,paid,pad
PRM000874,P00090,C00012,216.00,monthly,55-64,2024-09-22,2024-09-22,paid,credit_card
PRM000875,P00109,C00029,80.50,monthly,35-44,2024-09-22,2024-09-20,paid,pad
PRM000876,P00031,C00144,98.00,monthly,45-54,2024-09-23,2024-09-21,paid,pad
PRM000877,P00044,C00128,138.00,monthly,35-44,2024-09-25,2024-09-24,paid,pad
PRM000878,P00125,C00027,336.00,monthly,65-74,2024-09-25,2024-10-01,late,cheque
PRM000879,P00014,C00040,108.00,monthly,65-74,2024-09-26,2024-09-24,paid,cheque
PRM000880,P00043,C00060,91.00,monthly,Under 35,2024-09-26,2024-09-26,paid,pad
PRM000881,P00073,C00111,210.60,monthly,55-64,2024-09-26,2024-09-23,Paid ,pad
PRM000882,P00117,C00014,84.00,monthly,65-74,2024-09-26,2024-09-24,paid,pad
PRM000883,P00069,C00005,384.00,monthly,75+,2024-09-27,2024-09-26,paid,credit_card
PRM000884,P00096,C00008,63.00,monthly,55-64,2024-09-27,2024-09-26,paid,credit_card
PRM000885,P00046,C00149,364.00,monthly,Under 35,2024-09-28,,missed,
PRM000886,P00050,C00034,66.50,monthly,Under 35,2024-09-28,2024-09-28,paid,cheque
PRM000887,P00068,C00056,70.00,monthly,Under 35,2024-09-28,2024-09-28,paid,cheque
PRM000888,P00101,C00068,63.00,monthly,55-64,2024-09-28,2024-09-28,paid,pad
PRM000889,P00158,C00008,290.70,monthly,55-64,2024-09-28,2024-09-26,paid,credit_card
PRM000890,P00177,C00095,76.48,monthly,35-44,2024-09-28,2024-10-09,late,cheque
PRM000891,P00018,C00149,117.00,monthly,Under 35,2024-09-29,2024-10-28,late,credit_card
PRM000892,P00054,C00150,290.70,monthly,55-64,2024-09-29,2024-09-27,paid,cheque
PRM000893,P00077,C00147,91.00,monthly,Under 35,2024-09-29,2024-09-28,paid,pad
PRM000894,P00110,C00093,112.00,monthly,75+,2024-09-29,2024-09-26,paid,cheque
PRM000895,P00153,C00095,209.30,monthly,35-44,2024-09-29,2024-09-26,paid,credit_card
PRM000896,P00121,C00063,63.00,monthly,55-64,2024-09-30,2024-09-29,paid,pad
PRM000897,P00053,C00104,1008.00,quarterly,65-74,2024-10-01,2024-09-28,paid,cheque
PRM000898,P00171,C00076,272.00,monthly,75+,2024-10-01,2024-09-29,paid,credit_card
PRM000899,P00013,C00034,161.50,monthly,Under 35,2024-10-02,2024-09-30,paid,credit_card
PRM000900,P00015,C00059,272.00,monthly,75+,2024-10-02,2024-10-01,paid,cheque
PRM000901,P00111,C00134,140.00,monthly,Under 35,2024-10-02,2024-10-02,paid,pad
PRM000902,P00126,C00089,272.00,monthly,75+,2024-10-02,2024-10-01,paid,credit_card
PRM000903,P00027,C00025,84.00,monthly,65-74,2024-10-03,2024-10-03,paid,cheque
PRM000904,P00037,C00102,45.00,monthly,Under 35,2024-10-03,2024-10-01,paid,credit_card
PRM000905,P00075,C00100,144.00,monthly,75+,2024-10-03,2024-10-03,paid,credit_card
PRM000906,P00083,C00115,576.00,quarterly,75+,2024-10-03,2024-10-01,paid,cheque
PRM000907,P00113,C00039,110.00,single,45-54,2024-10-03,2024-10-03,paid,pad
PRM000908,P00019,C00014,204.00,monthly,65-74,2024-10-04,2024-10-04,paid,cheque
PRM000909,P00051,C00033,168.00,monthly,45-54,2024-10-04,2024-10-01,paid,cheque
PRM000910,P00160,C00018,85.00,monthly,Under 35,2024-10-04,2024-10-03,paid,credit_card
PRM000911,P00081,C00066,218.40,monthly,45-54,2024-10-05,2024-10-14,late,cheque
PRM000912,P00164,C00084,499.20,monthly,75+,2024-10-05,2024-10-02,paid,cheque
PRM000913,P00002,C00152,2553.60,quarterly,75+,2024-10-06,2024-10-03,paid,credit_card
PRM000914,P00082,C00143,51.75,monthly,35-44,2024-10-06,2024-10-04,paid,pad
PRM000915,P00135,C00135,448.00,monthly,75+,2024-10-06,2024-10-05,paid,credit_card
PRM000916,P00065,C00047,192.00,monthly,75+,2024-10-07,2024-10-04,paid,cheque
PRM000917,P00094,C00056,$45.00 CAD,monthly,Under 35,2024-10-07,2024-10-04,Paid ,pad
PRM000918,P00133,C00097,530.40,monthly,65-74,2024-10-07,2024-10-06,paid,credit_card
PRM000919,P00136,C00102,45.00,monthly,Under 35,2024-10-07,2024-10-04,paid,pad
PRM000920,P00062,C00096,255.00,quarterly,Under 35,2024-10-08,2024-10-07,paid,credit_card
PRM000921,P00104,C00100,112.00,monthly,75+,2024-10-08,2024-10-06,paid,credit_card
PRM000922,P00024,C00013,358.80,monthly,35-44,2024-10-09,2024-10-07,paid,cheque
PRM000923,P00052,C00082,1344.00,quarterly,75+,2024-10-09,2024-10-09,paid,credit_card
PRM000924,P00131,C00067,45.00,monthly,Under 35,2024-10-09,2024-10-08,paid,pad
PRM000925,P00147,C00057,35.00,monthly,Under 35,2024-10-09,2024-10-09,paid,pad
PRM000926,P00165,C00010,85.00,monthly,Under 35,2024-10-09,2024-10-07,paid,credit_card
PRM000927,P00057,C00033,49.00,monthly,45-54,2024-10-10,2024-10-07,paid,pad
PRM000928,P00124,C00119,210.60,monthly,55-64,2024-10-11,2024-10-11,paid,cheque
PRM000929,P00130,C00142,707.20,monthly,75+,2024-10-11,2024-10-11,paid,pad
PRM000930,P00003,C00107,85.00,monthly,Under 35,2024-10-12,2024-10-11,paid,pad
PRM000931,P00122,C00118,112.00,monthly,75+,2024-10-12,2024-11-11,late,cheque
PRM000932,P00173,C00051,448.00,monthly,75+,2024-10-12,2024-10-11,paid,credit_card
PRM000933,P00016,C00001,49.00,monthly,45-54,2024-10-13,2024-10-11,paid,cheque
PRM000934,P00074,C00020,638.40,monthly,65-74,2024-10-13,2024-10-13,paid,pad
PRM000935,P00091,C00090,917.70,quarterly,35-44,2024-10-13,2024-10-10,paid,credit_card
PRM000936,P00132,C00108,40.25,monthly,35-44,2024-10-13,2024-10-10,paid,credit_card
PRM000937,P00138,C00105,196.00,monthly,45-54,2024-10-13,2024-10-13,paid,cheque
PRM000938,P00140,C00123,112.00,monthly,75+,2024-10-13,2024-10-11,paid,cheque
PRM000939,P00179,C00083,448.00,monthly,75+,2024-10-13,2024-10-12,paid,cheque
PRM000940,P00058,C00077,69.00,monthly,35-44,2024-10-14,2024-10-13,paid,credit_card
PRM000941,P00123,C00042,108.00,monthly,55-64,2024-10-14,2024-10-13,paid,pad
PRM000942,P00007,C00140,127.40,monthly,45-54,2024-10-15,2024-10-15,paid,pad
PRM000943,P00118,C00146,530.40,monthly,65-74,2024-10-15,2024-10-12,paid,pad
PRM000944,P00137,C00064,397.80,monthly,55-64,2024-10-15,2024-10-13,paid,pad
PRM000945,P00020,C00131,638.40,monthly,65-74,2024-10-16,2024-10-16,paid,cheque
PRM000946,P00156,C00127,266.00,monthly,Under 35,2024-10-16,2024-10-13,paid,pad
PRM000947,P00008,C00145,105.00,quarterly,Under 35,2024-10-17,2024-10-16,paid,credit_card
PRM000948,P00108,C00060,85.00,monthly,Under 35,2024-10-17,2024-10-17,paid,credit_card
PRM000949,P00141,C00092,229.42,quarterly,35-44,2024-10-17,2024-10-14,paid,pad
PRM000950,P00142,C00091,161.50,monthly,Under 35,2024-10-17,2024-10-17,paid,credit_card
PRM000951,P00025,C00085,499.20,monthly,75+,2024-10-18,2024-10-17,paid,cheque
PRM000952,P00035,C00050,84.00,monthly,65-74,2024-10-18,2024-10-17,paid,cheque
PRM000953,P00154,C00123,374.40,monthly,75+,2024-10-18,2024-10-17,paid,cheque
PRM000954,P00045,C00103,131.10,monthly,35-44,2024-10-19,2024-10-19,paid,credit_card
PRM000955,P00103,C00141,484.50,quarterly,Under 35,2024-10-19,2024-10-17,paid,credit_card
PRM000956,P00098,C00089,192.00,monthly,75+,2024-10-20,2024-10-20,paid,cheque
PRM000957,P00099,C00007,152.95,monthly,35-44,2024-10-20,2024-10-17,paid,cheque
PRM000958,P00076,C00021,228.00,monthly,Under 35,2024-10-21,2024-10-21,paid,cheque
PRM000959,P00042,C00129,478.80,monthly,55-64,2024-10-22,2024-10-20,paid,cheque
PRM000960,P00090,C00012,216.00,monthly,55-64,2024-10-22,2024-10-21,paid,pad
PRM000961,P00031,C00144,98.00,monthly,45-54,2024-10-23,2024-10-20,paid,cheque
PRM000962,P00162,C00070,798.00,quarterly,Under 35,2024-10-23,2024-10-21,paid,pad
PRM000963,P00044,C00128,138.00,monthly,35-44,2024-10-25,,missed,
PRM000964,P00125,C00027,336.00,monthly,65-74,2024-10-25,2024-10-25,paid,credit_card
PRM000965,P00014,C00040,108.00,monthly,65-74,2024-10-26,2024-10-24,paid,pad
PRM000966,P00043,C00060,91.00,monthly,Under 35,2024-10-26,2024-10-23,paid,cheque
PRM000967,P00073,C00111,210.60,monthly,55-64,2024-10-26,2024-10-26,paid,pad
PRM000968,P00117,C00014,84.00,monthly,65-74,2024-10-26,2024-10-25,paid,pad
PRM000969,P00069,C00005,384.00,monthly,75+,2024-10-27,2024-10-24,paid,cheque
PRM000970,P00096,C00008,63.00,monthly,55-64,2024-10-27,2024-10-26,paid,cheque
PRM000971,P00046,C00149,364.00,monthly,Under 35,2024-10-28,,missed,
PRM000972,P00050,C00034,66.50,monthly,Under 35,2024-10-28,2024-10-26,paid,cheque
PRM000973,P00068,C00056,70.00,monthly,Under 35,2024-10-28,2024-10-28,paid,credit_card
PRM000974,P00101,C00068,63.00,monthly,55-64,2024-10-28,2024-10-25,paid,cheque
PRM000975,P00158,C00008,290.70,monthly,55-64,2024-10-28,2024-10-26,paid,credit_card
PRM000976,P00177,C00095,76.48,monthly,35-44,2024-10-28,2024-10-25,paid,cheque
PRM000977,P00018,C00149,117.00,monthly,Under 35,2024-10-29,2024-10-26,paid,credit_card
PRM000978,P00054,C00150,290.70,monthly,55-64,2024-10-29,2024-10-27,paid,credit_card
PRM000979,P00077,C00147,91.00,monthly,Under 35,2024-10-29,2024-10-26,paid,pad
PRM000980,P00110,C00093,112.00,monthly,75+,2024-10-29,2024-10-28,paid,credit_card
PRM000981,P00153,C00095,209.30,monthly,35-44,2024-10-29,2024-10-26,paid,credit_card
PRM000982,P00121,C00063,63.00,monthly,55-64,2024-10-30,2024-11-25,late,cheque
PRM000983,P00171,C00076,272.00,monthly,75+,2024-11-01,2024-11-01,paid,cheque
PRM000984,P00013,C00034,161.50,monthly,Under 35,2024-11-02,2024-10-31,paid,credit_card
PRM000985,P00015,C00059,272.00,monthly,75+,2024-11-02,2024-11-02,paid,credit_card
PRM000986,P00030,C00139,60.00,monthly,Under 35,2024-11-02,2024-11-02,paid,pad
PRM000987,P00111,C00134,140.00,monthly,Under 35,2024-11-02,2024-11-02,paid,pad
PRM000988,P00126,C00089,272.00,monthly,75+,2024-11-02,2024-11-01,paid,credit_card
PRM000989,P00027,C00025,84.00,monthly,65-74,2024-11-03,2024-11-03,paid,credit_card
PRM000990,P00037,C00102,45.00,monthly,Under 35,2024-11-03,2024-11-02,paid,credit_card
PRM000991,P00075,C00100,144.00,monthly,75+,2024-11-03,2024-11-01,paid,pad
PRM000992,P00019,C00014,204.00,monthly,65-74,2024-11-04,2024-11-01,paid,cheque
PRM000993,P00051,C00033,$168.00 CAD,monthly,45-54,2024-11-04,2024-11-04,paid,credit_card
PRM000994,P00160,C00018,85.00,monthly,Under 35,2024-11-04,2024-11-03,paid,cheque
PRM000995,P00081,C00066,218.40,monthly,45-54,2024-11-05,2024-11-02,paid,pad
PRM000996,P00164,C00084,499.20,monthly,75+,2024-11-05,2024-11-03,paid,credit_card
PRM000997,P00082,C00143,51.75,monthly,35-44,2024-11-06,2024-11-03,paid,pad
PRM000998,P00135,C00135,448.00,monthly,75+,2024-11-06,2024-11-04,paid,cheque
PRM000999,P00065,C00047,192.00,monthly,75+,2024-11-07,2024-11-06,paid,credit_card
PRM001000,P00094,C00056,45.00,monthly,Under 35,2024-11-07,2024-11-04,paid,cheque
PRM001001,P00133,C00097,530.40,monthly,65-74,2024-11-07,2024-11-06,paid,credit_card
PRM001002,P00136,C00102,45.00,monthly,Under 35,2024-11-07,2024-11-05,paid,credit_card
PRM001003,P00104,C00100,112.00,monthly,75+,2024-11-08,2024-11-08,paid,cheque
PRM001004,P00024,C00013,358.80,monthly,35-44,2024-11-09,2024-11-09,paid,pad
PRM001005,P00131,C00067,45.00,monthly,Under 35,2024-11-09,2024-11-06,paid,cheque
PRM001006,P00147,C00057,35.00,monthly,Under 35,2024-11-09,2024-11-09,paid,pad
PRM001007,P00165,C00010,85.00,monthly,Under 35,2024-11-09,2024-11-09,paid,cheque
PRM001008,P00009,C00037,588.00,quarterly,45-54,2024-11-10,2024-11-07,paid,credit_card
PRM001009,P00057,C00033,49.00,monthly,45-54,2024-11-10,2024-11-07,paid,credit_card
PRM001010,P00124,C00119,210.60,monthly,55-64,2024-11-11,2024-11-09,paid,credit_card
PRM001011,P00130,C00142,707.20,monthly,75+,2024-11-11,2024-11-10,paid,credit_card
PRM001012,P00003,C00107,85.00,monthly,Under 35,2024-11-12,2024-11-11,paid,pad
PRM001013,P00122,C00118,112.00,monthly,75+,11/12/2024,2024-12-07,Late ,cheque
PRM001014,P00173,C00051,448.00,monthly,75+,2024-11-12,2024-11-10,paid,credit_card
PRM001015,P00016,C00001,49.00,monthly,45-54,2024-11-13,2024-11-12,paid,credit_card
PRM001016,P00074,C00020,638.40,monthly,65-74,2024-11-13,2024-11-10,paid,pad
PRM001017,P00132,C00108,40.25,monthly,35-44,2024-11-13,2024-11-11,paid,credit_card
PRM001018,P00138,C00105,196.00,monthly,45-54,2024-11-13,2024-11-12,paid,pad
PRM001019,P00140,C00123,112.00,monthly,75+,2024-11-13,2024-11-13,paid,pad
PRM001020,P00179,C00083,448.00,monthly,75+,2024-11-13,2024-11-11,paid,pad
PRM001021,P00058,C00077,69.00,monthly,35-44,2024-11-14,2024-11-11,paid,cheque
PRM001022,P00123,C00042,108.00,monthly,55-64,2024-11-14,2024-11-23,late,cheque
PRM001023,P00007,C00140,127.40,monthly,45-54,2024-11-15,2024-11-14,paid,credit_card
PRM001024,P00100,C00036,5376.00,yearly,75+,2024-11-15,2024-11-15,paid,credit_card
PRM001025,P00118,C00146,530.40,monthly,65-74,2024-11-15,2024-11-12,paid,cheque
PRM001026,P00137,C00064,397.80,monthly,55-64,2024-11-15,2024-11-15,paid,pad
PRM001027,P00176,C00081,120.75,quarterly,35-44,2024-11-15,2024-11-15,paid,pad
PRM001028,P00020,C00131,638.40,monthly,65-74,2024-11-16,2024-11-13,paid,pad
PRM001029,P00048,C00041,207.00,quarterly,35-44,2024-11-16,2024-11-14,paid,credit_card
PRM001030,P00156,C00127,266.00,monthly,Under 35,2024-11-16,2024-11-14,paid,credit_card
PRM001031,P00108,C00060,85.00,monthly,Under 35,2024-11-17,2024-11-20,late,credit_card
PRM001032,P00142,C00091,161.50,monthly,Under 35,2024-11-17,2024-11-16,paid,cheque
PRM001033,P00174,C00031,243.00,quarterly,55-64,2024-11-17,2024-11-15,paid,credit_card
PRM001034,P00025,C00085,499.20,monthly,75+,2024-11-18,2024-11-16,paid,cheque
PRM001035,P00035,C00050,84.00,monthly,65-74,2024-11-18,2024-11-16,paid,cheque
PRM001036,P00154,C00123,374.40,monthly,75+,2024-11-18,2024-11-17,paid,cheque
PRM001037,P00045,C00103,131.10,monthly,35-44,2024-11-19,2024-11-19,paid,pad
PRM001038,P00149,C00011,678.30,quarterly,45-54,2024-11-19,2024-11-17,paid,cheque
PRM001039,P00098,C00089,192.00,monthly,75+,2024-11-20,2024-11-17,paid,credit_card
PRM001040,P00099,C00007,152.95,monthly,35-44,2024-11-20,2024-11-19,paid,pad
PRM001041,P00076,C00021,262.20,monthly,35-44,2024-11-21,2024-11-18,paid,credit_card
PRM001042,P00042,C00129,478.80,monthly,55-64,2024-11-22,2024-12-13,late,credit_card
PRM001043,P00086,C00109,374.40,monthly,75+,2024-11-22,2024-11-19,paid,credit_card
PRM001044,P00090,C00012,216.00,monthly,55-64,2024-11-22,2024-11-19,paid,cheque
PRM001045,P00031,C00144,98.00,monthly,45-54,2024-11-23,2024-11-21,paid,credit_card
PRM001046,P00029,C00044,189.00,quarterly,45-54,2024-11-24,2024-11-22,paid,credit_card
PRM001047,P00044,C00128,138.00,monthly,35-44,2024-11-25,2024-12-04,late,cheque
PRM001048,P00125,C00027,336.00,monthly,65-74,2024-11-25,2024-11-23,paid,credit_card
PRM001049,P00014,C00040,108.00,monthly,65-74,2024-11-26,,missed,
PRM001050,P00043,C00060,91.00,monthly,Under 35,2024-11-26,2024-11-25,paid,credit_card
PRM001051,P00073,C00111,210.60,monthly,55-64,2024-11-26,,Missed ,
PRM001052,P00097,C00068,461.70,quarterly,55-64,2024-11-26,2024-11-24,paid,pad
PRM001053,P00117,C00014,84.00,monthly,65-74,2024-11-26,2024-11-23,paid,cheque
PRM001054,P00069,C00005,384.00,monthly,75+,2024-11-27,2024-12-15,late,cheque
PRM001055,P00096,C00008,63.00,monthly,55-64,2024-11-27,2024-11-27,paid,pad
PRM001056,P00046,C00149,364.00,monthly,Under 35,2024-11-28,2024-11-25,paid,cheque
PRM001057,P00050,C00034,66.50,monthly,Under 35,2024-11-28,2024-11-26,Paid ,credit_card
PRM001058,P00068,C00056,70.00,monthly,Under 35,2024-11-28,2024-11-28,paid,pad
PRM001059,P00101,C00068,63.00,monthly,55-64,2024-11-28,2024-11-26,paid,pad
PRM001060,P00158,C00008,290.70,monthly,55-64,2024-11-28,2024-11-27,paid,cheque
PRM001061,P00177,C00095,76.48,monthly,35-44,2024-11-28,2024-11-25,paid,cheque
PRM001062,P00018,C00149,117.00,monthly,Under 35,2024-11-29,2024-11-28,paid,pad
PRM001063,P00054,C00150,290.70,monthly,55-64,2024-11-29,2024-11-27,paid,credit_card
PRM001064,P00077,C00147,91.00,monthly,Under 35,2024-11-29,2024-11-29,paid,credit_card
PRM001065,P00110,C00093,112.00,monthly,75+,2024-11-29,2024-11-29,paid,cheque
PRM001066,P00153,C00095,209.30,monthly,35-44,2024-11-29,2024-11-29,paid,pad
PRM001067,P00070,C00041,917.70,yearly,35-44,2024-11-30,2024-11-30,paid,credit_card
PRM001068,P00121,C00063,63.00,monthly,55-64,2024-11-30,2024-12-10,late,cheque
PRM001069,P00171,C00076,272.00,monthly,75+,2024-12-01,2024-11-29,paid,credit_card
PRM001070,P00013,C00034,161.50,monthly,Under 35,2024-12-02,2024-11-29,paid,credit_card
PRM001071,P00015,C00059,272.00,monthly,75+,2024-12-02,2024-12-02,paid,cheque
PRM001072,P00030,C00139,60.00,monthly,Under 35,2024-12-02,2024-12-01,paid,cheque
PRM001073,P00111,C00134,140.00,monthly,Under 35,2024-12-02,2024-12-01,paid,cheque
PRM001074,P00126,C00089,272.00,monthly,75+,2024-12-02,2024-11-29,paid,cheque
PRM001075,P00027,C00025,84.00,monthly,65-74,2024-12-03,2024-12-01,paid,cheque
PRM001076,P00037,C00102,45.00,monthly,Under 35,2024-12-03,2024-12-02,paid,credit_card
PRM001077,P00075,C00100,144.00,monthly,75+,2024-12-03,2024-12-02,paid,pad
PRM001078,P00087,C00023,76.48,monthly,35-44,2024-12-03,2024-11-30,paid,credit_card
PRM001079,P00019,C00014,204.00,monthly,65-74,2024-12-04,2024-12-20,late,pad
PRM001080,P00051,C00033,168.00,monthly,45-54,2024-12-04,2024-12-04,paid,credit_card
PRM001081,P00160,C00018,85.00,monthly,Under 35,2024-12-04,2024-12-03,paid,cheque
PRM001082,P00081,C00066,218.40,monthly,45-54,2024-12-05,2024-12-04,paid,cheque
PRM001083,P00164,C00084,499.20,monthly,75+,2024-12-05,2024-12-04,paid,cheque
PRM001084,P00082,C00143,51.75,monthly,35-44,2024-12-06,2024-12-05,paid,pad
PRM001085,P00135,C00135,448.00,monthly,75+,2024-12-06,2024-12-03,paid,cheque
PRM001086,P00065,C00047,192.00,monthly,75+,2024-12-07,2024-12-04,Paid ,pad
PRM001087,P00094,C00056,45.00,monthly,Under 35,2024-12-07,2024-12-04,paid,pad
PRM001088,P00133,C00097,530.40,monthly,65-74,2024-12-07,2024-12-06,paid,pad
PRM001089,P00136,C00102,45.00,monthly,Under 35,2024-12-07,2024-12-06,paid,credit_card
PRM001090,P00104,C00100,112.00,monthly,75+,2024-12-08,2024-12-05,paid,credit_card
PRM001091,P00024,C00013,358.80,monthly,35-44,2024-12-09,2024-12-09,paid,pad
PRM001092,P00089,C00099,189.00,quarterly,45-54,2024-12-09,2024-12-06,paid,pad
PRM001093,P00131,C00067,45.00,monthly,Under 35,2024-12-09,2024-12-08,paid,pad
PRM001094,P00147,C00057,35.00,monthly,Under 35,2024-12-09,2024-12-24,late,credit_card
PRM001095,P00165,C00010,85.00,monthly,Under 35,2024-12-09,2024-12-09,paid,pad
